x1,x2,y
1.68580479656221,1.0128170570254686,0
-0.9680721982945986,0.9201816597145177,1
-0.6526914862144774,1.3864768312011446,1
-1.0424550484337787,-1.1125089125352146,0
-1.3182463809723846,0.674168825144827,1
-1.4142740092584192,0.7493727766801226,1
0.8983753357811726,-0.9380904201895116,1
-0.8253640497743997,1.719630894176369,1
0.4802777132623871,0.9308182329545912,0
0.7515479296341397,-0.7963688925177537,1
0.8143863411361407,-1.055030951707887,1
1.5370623364826361,0.9347349886387178,0
0.7475161010558389,-1.2856533508698724,1
-0.9429545888491807,-1.223501158741821,0
1.0152142505021318,-1.2894114883466343,1
1.2669592243138166,1.0464479884386466,0
-1.025747603669065,1.3341011223669166,1
0.9333460046020741,0.8468986190658908,0
1.1978504013747768,1.3511897720590034,0
-1.334656780284452,-1.0955591367089137,0
-1.3059383837348948,1.1225490468661259,1
0.42369834664561834,0.8244370149778507,0
-0.9214529744614789,1.3903008656449427,1
0.8423501818621263,1.2654310907901392,0
1.3962294178279455,-0.7101204499495786,1
0.47610888864165024,-1.586898183500732,1
-1.3836084704603713,-1.768362899779891,0
-1.1335603057280794,0.5739813914548586,1
0.2761349102171914,0.6192081083568095,0
0.7285234126705014,-1.233385883470075,1
-0.9408845326005199,0.539102826617428,1
0.6234426018954309,-1.4165124331354852,1
-1.1511440428064643,1.1258576455378861,1
0.6364992580302675,1.207482092972471,0
0.6428880073010776,-0.7328673213765651,1
1.2630215256028172,-0.9196668635893283,1
0.8251242357506487,1.3502926082437918,0
-1.125026900847383,0.995572153363956,1
1.3666460879184608,-1.1522668761251154,1
1.5681093006240725,1.0406340979015538,0
-0.38445806476116107,-1.0755925170763223,0
-0.41463724795842305,-1.011179903385839,0
-0.6625377867362727,1.2437413331479545,1
1.6391546902897085,-0.8394519027505565,1
0.8902686699571633,-1.2059207740838291,1
-1.3737651874340013,-1.2245588663063027,0
-0.9537188060024206,-0.9956042369298415,0
0.7397684293787474,-1.423572883135188,1
0.8184726536738678,1.2584311527134455,0
-1.4373117519683076,-1.1804723183885488,0
0.3703458511649751,0.6569894991722538,0
0.892567160544484,1.1152904061506206,0
1.3243539568585518,-1.398388693906236,1
1.2557844869877062,0.9491642210396984,0
-0.5662751612670874,-1.1464814461642163,0
1.6049691427457826,-1.228594065710032,1
-1.106272167279187,-1.3458934703459995,0
-0.7365889457960388,1.6766719450116536,1
0.5079744414324607,-0.925643621277304,1
-0.9483856615920977,0.6829624415798501,1
1.440097987535448,-1.1152571601136505,1
-1.174287511736164,0.7075987335804012,1
-0.7684719768455887,-0.8246174768217212,0
1.217582708998461,0.719262008255596,0
0.9381954798251613,-0.8935521329830113,1
-0.8480022287338627,-1.5027615359062558,0
0.3554304853257412,0.6006912751660916,0
-0.9658122966232289,-0.961237147155451,0
